theme,themeurl,author,journal,jrurl,year,cites,downloads
理气和胃降逆法联合西药治疗反流性食管炎的疗效观察及对胃肠激素的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6E942FE58A4CFEEB0474E0B38332157D1C946FD6018FF0D2,厉志莲,《中国中医药科技》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zgzyykj,2018,0,0
"基于微信公众平台的""互联网+""在医学检验教学中的探索与应用",g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF8CC3336F082491B76711D6983FBCD24A0575D20A08B916AF,诸丽艳,《中华医学教育杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=yixjy,2018,0,3
"城市,一个硕大的自拍照?——在舞台与舶来品之间游弋的城市性",g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF571CE034B12F6642881F092715342AF0D6165D0CD40750D9,沃尔夫冈·卡舒巴,《民俗研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=minsyj,2018,0,2
醛固酮诱导的氧化应激损伤内皮祖细胞介导的血管 内皮修复功能,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFF92361E32BB3304A5157B1407C8AE72F2E5002ED819A581E,丁美琳,《中山大学学报（医学科学版）》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zsykdxxb,2018,0,0
不同卧位微创经皮肾镜碎石术对肾结石的疗效观察及对应激激素的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6DB1DE21660947D29BE1541C1785A1921F29CD33A6A987D6,杜昌国,《国际泌尿系统杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gwyx-mnxt,2018,0,0
聚邻苯二胺修饰AgCl/g-C3N4纳米片复合光催化剂的制备及性能,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF8BB3C94981EC01EF9784E83D06414F4DF13B4631E47C257F,孙林林,《催化学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=cuihuaxb,2019,0,3
4周运动训练小鼠骨骼肌脂滴包被蛋白、比较基因识别58及肌内三酰甘油的表达,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFADFFA701BA2C929D2D087DCCA660FE9A6BC5024E238A90BB,廖帅雄,《中国组织工程研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xdkf,2019,0,2
正交设计优化万古霉素/聚乳酸-羟基乙酸共聚物微球的制备及体外药物释放,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFADFFA701BA2C929DE2669693D862C9391E9642472E41543A,刘亚珍,《中国组织工程研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xdkf,2019,0,0
miR1-2诱导骨髓间充质干细胞向心肌细胞分化过程中的Wnt/β-catenin信号通路,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFADFFA701BA2C929D875F2CB5236A3B8493A5B86CEE46FA0B,高维,《中国组织工程研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xdkf,2019,0,0
明胶海绵/β-磷酸三钙复合物联合不同剂量碱性成纤维细胞生长因子诱导骨再生的评价,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFADFFA701BA2C929DE2669693D862C9396BC5024E238A90BB,崔婷婷,《中国组织工程研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xdkf,2019,0,0
骨形态发生蛋白2基因转染骨髓间充质干细胞复合纤维蛋白胶促进前交叉韧带重建后的腱-骨愈合,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFADFFA701BA2C929D875F2CB5236A3B84E95C6A9D70FEBA9E,朱乐全,《中国组织工程研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xdkf,2019,0,0
搏动性耳鸣患者的影像学评估,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF46B620866E6347866BE429113DFA07259FD890DD7E2E5CCBB201677D17A0C195,李胜兰,《听力学及言语疾病杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=tlxjyyjbzz,2018,0,0
康有为的未来意识与社会想象,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF982533A66C9BE0403DD1A8F861FEEBEAB4123DC9A0D382BB,欧阳哲生,《中国高校社会科学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zggxshkx,2018,0,0
迁延性细菌性支气管炎的研究现状,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF688ADEB4FC327F4B05B4EAE5DFBD361641F74F6C41338B10,王思琪,《中国生育健康杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zgsyjkzz,2018,0,2
智慧即时检测网络架构的设计,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF5FA860998C2D553A80ADC1AD2E4FCA449E147FC8822E631D,马德敏,《中国医疗器械杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zgylqxzz,2018,0,0
手足口病实验室检测方法的研究进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF899A084847CAA393A0BDB62B63F16C8AAFBE8FE3624073B1,欧晓燕,《分子诊断与治疗杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=fzzdyzlzz,2018,0,7
行政裁量行为的合理性审查研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF339A099E19555CCF57B45F5F2C34041FF227262109DC92A6A7FF0561F72B9C78,王东伟,《北京理工大学学报（社会科学版）》,g.wanfangdata.com.cn/perio/detail.do?perio_id=bjlgdxxb-shkxb,2018,0,0
酒店在线评论数据的特征挖掘,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFADFFA701BA2C929D9F901E011E18F7D6561AC50D3DDC0A03,秦海菲,《智能系统学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xdkjyc,2018,0,27
雄黄的临床不良反应分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF8017162F840AF7996595B7B66315C52E732138ECFD0204FE,陈路遥,《中医药信息》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zyyxx,2018,0,2
汉代乡里制度的几个问题,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFB97522AAD8EDD52D453341E808E8700FF227262109DC92A60C1EFF74A740CF41,鲁西奇,《云南大学学报（社会科学版）》,g.wanfangdata.com.cn/perio/detail.do?perio_id=yndxxb-zxshkxb,2018,0,0
基于显著性检测的双目测距系统,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFADFFA701BA2C929D9F901E011E18F7D6D6165D0CD40750D9,安果维,《智能系统学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xdkjyc,2018,0,10
远程放疗系统的设计与验证,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF5FA860998C2D553A80ADC1AD2E4FCA448E7DFD109768F797,于路新,《中国医疗器械杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zgylqxzz,2018,0,0
基于排序学习的视频摘要,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFADFFA701BA2C929D9F901E011E18F7D60C1EFF74A740CF41,王鈃润,《智能系统学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xdkjyc,2018,0,2
域外器物的输入与中古社会,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF982533A66C9BE0403DD1A8F861FEEBEA271FD69C7B6E38BA,石云涛,《中国高校社会科学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zggxshkx,2018,0,2
高度近视眼底形态特征的研究进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF5FA860998C2D553A519F08C0F8F0CAA18DD645CB4698B9D9,李涛,《中国眼耳鼻喉科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zgyebhkzz,2018,0,0
铁代谢与卵巢癌的相关性研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF688ADEB4FC327F4B05B4EAE5DFBD36160F5C3318DE03D7B8,芦维圆,《中国生育健康杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zgsyjkzz,2018,0,9
临床实验室生物安全管理的探讨,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF8B19F80D4D119DE2C275B4790B0CD0F7FCD7584D414AC99C,苏虹,《临床输血与检验》,g.wanfangdata.com.cn/perio/detail.do?perio_id=lcsxyjy,2018,0,15
动力电池安全性的测试与评价,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFB3E4E0FD2E12E44126AF8C3EC4288099E91FA751DE64AC77,王芳,《储能科学与技术》,g.wanfangdata.com.cn/perio/detail.do?perio_id=cnkxyjs,2018,0,3
西班牙语美洲中的民俗概念,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF571CE034B12F6642881F092715342AF0D121EEC91C90E7E5,玛莎·布兰奇,《民俗研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=minsyj,2018,0,1
干细胞移植治疗心肌梗死的研究进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6DB1DE21660947D2AEDE2EC68D592D6EB31A6283B36ED17BB201677D17A0C195,李晗,《国际心血管病杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gwyx-xxgjb,2018,0,4
扶阳法治疗肝硬化腹水的体会,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF8017162F840AF7996595B7B66315C52E327C12B99F085626,初世荣,《中医药信息》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zyyxx,2018,0,4
丹红益脑膏的质量标准研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFC64240800DBF044F07DF2FE62FACD1A0E6B2CA5A19702EC1,卫向锋,《西北药学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xbyxzz,2018,0,0
妊娠合并急性胰腺炎的临床分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF4B3B5052D925E318684E83770F7D9A58B199D8D3B56FAD31,武伟楠,《皖南医学院学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=wnyxyxb,2018,0,0
晚期面瘫修复的临床研究进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF5FA860998C2D553A519F08C0F8F0CAA16500693064F2284C,谢友舟,《中国眼耳鼻喉科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zgyebhkzz,2018,0,0
锂离子电池电解液的安全性研究进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFB3E4E0FD2E12E44126AF8C3EC4288099893385520BCA330F,张小颂,《储能科学与技术》,g.wanfangdata.com.cn/perio/detail.do?perio_id=cnkxyjs,2018,0,16
基于移动医疗的高血压个案管理,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF050C3E7D86B2A0772A2F977384BBE54F5D2E43EF71467460,余湘,《心血管病学进展》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xxgbxjz,2018,0,2
厦门马銮中心岛地下空间控制性详细规划编制的思考,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFECD9955C271627C5BA875C3ED79E764037DB5B26FD91DB30,韦希,《城市规划学刊》,g.wanfangdata.com.cn/perio/detail.do?perio_id=csghhk,2018,0,65
力学刺激介导氧化应激效应在疾病发生发展中的生物学机制,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFADFFA701BA2C929DD83E8EDA158B510D8CC392C8394926C6,史佩佩,《中国组织工程研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xdkf,2018,0,19
高仿真模拟教学在麻醉危机处理培训中的应用,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF9AA970885987492A3D06C8E552496D50CF8C69FA6BB87009,魏宏,《广西医学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gxyx,2018,0,57
粮食加工品中呕吐毒素快速检测产品的评价与质量分析,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C7CEDEB39564945078B201677D17A0C195,贾丽华,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,7
新型固相萃取填料及其在水产品质量安全检测中的应用,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C7CFB0E096DAEC3299B201677D17A0C195,李崇豪,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,26
PTMEG改性三聚氰胺甲醛泡沫板的制备及性能表征,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF89C06ED2E9E6390BFBC1D8FAFC95405E92DF50AEC260C077,王嘉伦,《功能高分子学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=gngfzxb,2018,0,41
食品安全标准中电感耦合等离子体质谱技术在食品检验中的应用进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF497F75C1644E230D6181BE97B9FB33C7B752359B7AC91877B201677D17A0C195,陈晓敏,《食品安全质量检测学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=spaqzljcjs,2018,0,7
青少年儿童近视性屈光参差双眼眼动参数的临床研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFD7F76A4A71348011780AFAE6E17ED9BD9EFEEF67A2864842,刘立,《国际眼科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=mzgjykzz,2018,0,0
应用运动传感器量化监测智力障碍者的身体活动水平,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFADFFA701BA2C929DD83E8EDA158B510D03F4E402212D4916,王丹丹,《中国组织工程研究》,g.wanfangdata.com.cn/perio/detail.do?perio_id=xdkf,2018,0,14
二代测序技术在实体肿瘤诊疗中的应用及研究进展,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFFD355777A913F3E95157B1407C8AE72F933F1C0F6995A44B,贺倩,《河北医科大学学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=hbykdxxb,2018,0,1
超声引导下支气管镜针吸活检在纵隔疾病中的诊断价值,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6F310126597A05092906E45B8BF4E1B0DD62FC1DD3450D4D,张茜茜,《临床肺科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=lcfkzz,2018,0,8
"RNA甲基化""阅读器""蛋白YTHDF2在急性髓系白血病中的作用",g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF3EA724ADB94F4946102A9C6F676464BDCFA16C95A85FD9A0,曹丽霞,《基础医学与临床》,g.wanfangdata.com.cn/perio/detail.do?perio_id=jcyxylc,2018,0,1
R-GEMOX方案治疗复发难治B细胞性非霍奇金淋巴瘤的疗效,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA9BF22E6EC338EDFA1753DBAE4797193528853F810B6B506,张呈,《现代肿瘤医学》,g.wanfangdata.com.cn/perio/detail.do?perio_id=sxzlyx,2018,0,0
微创撬压复位逆行螺钉固定胫骨髁间棘骨折的初步研究,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFFD355777A913F3E95157B1407C8AE72FB26A43A74165354F,郑占乐,《河北医科大学学报》,g.wanfangdata.com.cn/perio/detail.do?perio_id=hbykdxxb,2018,0,0
术中快速冰冻病理检查在子宫内膜癌中的诊断价值,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BFA8D4CD594D142FA1052BB34D789C6830EA28CF58587B2FF3,陈莹,《中国临床医生杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zglcys,2018,0,0
血清miRNA-125b与miRNA-21联合检测对前列腺癌的诊断价值,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF983CDCB41C7DC47DEC3371B9F335CCA7194AD3731E07C78B,余艳玲,《安徽医药》,g.wanfangdata.com.cn/perio/detail.do?perio_id=ahyy,2018,0,6
纤维蛋白原在稳定期COPD患者病情评估中的意义,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6F310126597A05092906E45B8BF4E1B0C6C94640BEEC2600,涂友慧,《临床肺科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=lcfkzz,2018,0,12
IL-17与慢性阻塞性肺疾病肺气肿表型的关系,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6F310126597A05092906E45B8BF4E1B0E6421BD78F0C7EA8,杨晓蕾,《临床肺科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=lcfkzz,2018,0,11
NLR和PLR对小细胞肺癌患者预后的评估,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF6F310126597A05092906E45B8BF4E1B03F95A5D4C9E41352,剧素贞,《临床肺科杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=lcfkzz,2018,0,7
稳定性垫对青春期髁突吸收骨质改建的影响,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF65A9961BCB642CA9BDB692EA4D7167244DF7E9981DBD5D4B,何昊珏,《中华口腔医学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhkqyx,2018,0,0
种植体周围病的危险因素及诊断与治疗,g.wanfangdata.com.cn//link.do?url=DE4A6470D66923BEC416778F5C81F0711B88F97367FDDFE3CCCC08157997495AB499823E847E2A4225C0D06758B358900BA7E502638D57BF65A9961BCB642CA9BDB692EA4D716724C2D15261A59328F2,范震,《中华口腔医学杂志》,g.wanfangdata.com.cn/perio/detail.do?perio_id=zhkqyx,2018,0,0
